iter	RMSE
112	0.1484392768
113	0.1477904126
114	0.1471355792
115	0.1465995326
116	0.1461582267
117	0.1457095006
118	0.1452578433
119	0.1449598257
120	0.144559539
121	0.1441818821
122	0.1438216505
123	0.143433118
124	0.1429813113
125	0.1423791621
126	0.141788315
127	0.1413348
128	0.1409805199
129	0.1405560273
130	0.1402829205
131	0.1400525892
132	0.1397123354
133	0.1393022211
134	0.1388357951
135	0.1384804368
136	0.1381175229
137	0.1377293836
138	0.1373903912
139	0.137117219
140	0.1368187353
141	0.1364583478
142	0.1361516115
143	0.1358035884
144	0.1352694296
145	0.1349464379
146	0.1346592957
147	0.1342991579
148	0.1339514606
149	0.1336733578
150	0.1333249
151	0.1331063031
152	0.1328805375
153	0.1325934701
154	0.1322656253
155	0.1320345641
156	0.1318700423
157	0.1317491503
158	0.1315922927
159	0.1313429653
160	0.1312195034
161	0.1309428807
162	0.1306610952
163	0.1304199393
164	0.1299917221
165	0.129656491
166	0.1294578601
167	0.129204509
168	0.1289920489
169	0.1287342085
170	0.1284719025
171	0.1282701053
172	0.1281295313
173	0.1278742617
174	0.1276566625
175	0.1275288221
176	0.1272962753
177	0.1270447853
178	0.1268357518
179	0.1265037109
180	0.1263413621
181	0.1261637722
182	0.1260018723
183	0.1258437438
184	0.125720427
185	0.1255463312
186	0.1254120618
187	0.1251653778
188	0.1250403463
189	0.1247490189
190	0.1245733702
191	0.1243507954
192	0.1241391181
193	0.1239499417
194	0.1237900804
195	0.1235113488
196	0.1233678953
197	0.1232016797
198	0.1230367845
199	0.1227888101
200	0.1225445492
201	0.1224404312
202	0.1223049846
203	0.1221703939
204	0.1220209129
205	0.1218651032
206	0.1217485617
207	0.1215704523
208	0.12148753
209	0.1212862142
210	0.1211164916
211	0.1209086537
212	0.1207175187
213	0.1204995662
214	0.120383098
215	0.1202389561
216	0.1200442814
217	0.1198745523
218	0.1197455621
219	0.1196736299
220	0.1195756641
221	0.1194371609
222	0.1192937114
223	0.1191383519
224	0.1189910713
225	0.1188410324
226	0.1186771554
227	0.1185633988
228	0.1184614757
229	0.1183393398
230	0.1182380587
231	0.1180672443
232	0.1178650274
233	0.1177538403
234	0.1176323691
235	0.1174558244
236	0.1172804006
237	0.1171668157
238	0.1171140218
239	0.1169763069
240	0.1168665072
241	0.1167594728
242	0.116693563
243	0.1165620253
244	0.1164359168
245	0.1163319251
246	0.1162026183
247	0.1160299646
248	0.1158815301
249	0.1157540993
250	0.1155875351
251	0.1154407302
252	0.1153449345
253	0.1152175501
254	0.115112438
255	0.1150450876
256	0.114920338
257	0.1147937323
258	0.1146547971
259	0.114495391
260	0.1144003608
261	0.1143637227
262	0.1142698495
263	0.1141764758
264	0.1140240477
265	0.1139002132
266	0.1137502752
267	0.1135902107
268	0.1134890376
269	0.1134124763
270	0.1133130838
271	0.1131504898
272	0.1131097971
273	0.113020616
274	0.1128903026
275	0.112766979
276	0.1126076755
277	0.112489125
278	0.1124065422
279	0.1122748434
280	0.1121574078
281	0.112031179
282	0.1119083355
283	0.1118086499
284	0.1117054619
285	0.1116068497
286	0.1114510046
287	0.1113174825
288	0.1112391348
289	0.1111209723
290	0.1109604912
291	0.1108421024
292	0.1107538936
293	0.1106502064
294	0.1105697278
295	0.1104171224
296	0.1103100781
297	0.110245214
298	0.1101031755
299	0.110009903
300	0.1098819116
301	0.1097897384
302	0.1096556668
303	0.1095940291
304	0.1094741157
305	0.1093455745
306	0.1092384233
307	0.1091484398
308	0.1090409174
309	0.1089156984
310	0.1088184928
311	0.1087584392
312	0.1086292996
313	0.108513948
314	0.1084137613
315	0.1083236572
316	0.1082424021
317	0.1081221127
318	0.1080805638
319	0.1079544834
320	0.1078663112
321	0.1077821032
322	0.1076346599
323	0.1075231778
324	0.107376529
325	0.1072520054
326	0.1071747159
327	0.1070735261
328	0.1069705104
329	0.1068320788
330	0.1067139242
331	0.1066180095
332	0.10650835
333	0.1063825618
334	0.1062806154
335	0.1061734442
336	0.1060409525
337	0.1059400141
338	0.1058503965
339	0.1057587132
340	0.1056148714
341	0.1055341888
342	0.1054409634
343	0.1053401471
344	0.1052040604
345	0.1050674309
346	0.1049643826
347	0.1048591841
348	0.1047762551
349	0.1047107407
350	0.1045713772
351	0.1044428143
352	0.1042876031
353	0.1041927439
354	0.1040669755
355	0.1039311287
356	0.1038117911
357	0.1036679966
358	0.1035284991
359	0.1034238473
360	0.1033854993
361	0.103254941
362	0.1031628303
363	0.1030671946
364	0.102981234
365	0.1028736763
366	0.1027186678
367	0.1026482467
368	0.1025828013
369	0.1025216111
370	0.10241064
371	0.1023103108
372	0.1022033013
373	0.1021035463
374	0.101990102
375	0.1019106031
376	0.1017868569
377	0.1016886128
378	0.1015968033
379	0.1015129809
380	0.1014185901
381	0.1012922894
382	0.1011539518
383	0.1010626778
384	0.1009547952
385	0.1008081407
386	0.1007030667
387	0.1006159377
388	0.1004758538
389	0.1003873575
390	0.1003302186
391	0.1002360287
392	0.10012404
393	0.09999962795
394	0.09986550624
395	0.09977151697
396	0.09969134754
397	0.09962908359
398	0.09956074137
399	0.09943111849
400	0.09931957656
401	0.09918387049
402	0.09905726232
403	0.098946167
404	0.09884879331
405	0.09875379891
406	0.09861623721
407	0.09853593761
408	0.09845864812
409	0.09833098325
410	0.09821117877
411	0.09809398072
412	0.09798346297
413	0.09790405739
414	0.09780788372
415	0.09771142819
416	0.09762751466
417	0.09751646949
418	0.09738146878
419	0.09730299924
420	0.09722777978
421	0.09710542983
422	0.09702713043
423	0.0969910773
424	0.09686981079
425	0.09676502197
426	0.09671113277
427	0.09664274725
428	0.09655804705
429	0.09645237903
430	0.09633495552
431	0.09626745581
432	0.09618178624
433	0.09611177233
434	0.09605367099
435	0.09598347231
436	0.09590048375
437	0.09579392057
438	0.09568077925
439	0.09557936293
440	0.09554786759
441	0.09545599668
442	0.09534820372
443	0.0952582045
444	0.09519699516
445	0.09509806483
446	0.0950678949
447	0.09494161393
448	0.09485352782
449	0.09476879226
450	0.09471119037
451	0.09461751421
452	0.09451764819
453	0.09443145908
454	0.09433971151
455	0.09424590566
456	0.09417987408
457	0.09412623923
458	0.0940894144
459	0.09406192961
460	0.09394653746
461	0.0939051135
462	0.09380971266
463	0.09374426461
464	0.09364672017
465	0.09354586667
466	0.093468178
467	0.0933647274
468	0.09330033533
469	0.09321263553
470	0.0931070931
471	0.09308048926
472	0.09305423052
473	0.09302163837
474	0.09291614207
475	0.09282469187
476	0.09274057788
477	0.09270830435
478	0.09263656817
479	0.09254277881
480	0.09246925049
481	0.09237649214
482	0.09226439395
483	0.09219630114
484	0.09211515143
485	0.09203827726
486	0.09193772814
487	0.09184180127
488	0.09172703692
489	0.09163455265
490	0.09153833487
491	0.09146895725
492	0.09138090314
493	0.09135831341
494	0.0912815586
495	0.09123160814
496	0.09118913994
497	0.09116416977
498	0.09107110303
499	0.0910240359
500	0.09090186293
501	0.09085760472
502	0.09079895662
503	0.09072325911
504	0.0906426715
505	0.09054579273
506	0.09044211049
507	0.09036361558
508	0.09034509965
509	0.09019314959
510	0.090109101
511	0.09003086441
512	0.08995020264
513	0.08989213417
514	0.08981725192
515	0.08978643799
516	0.089675045
517	0.08964371352
518	0.08961657405
519	0.08956703844
520	0.08947603828
521	0.08945305501
522	0.08939904343
523	0.08931157861
524	0.08925538179
525	0.08921865944
526	0.08917152893
527	0.08903415849
528	0.08901680314
529	0.08899977121
530	0.0889038693
531	0.08881743319
532	0.08873268641
533	0.08869073068
534	0.08862685089
535	0.08855910396
536	0.08847177036
537	0.08843317878
538	0.08838001679
539	0.08832540217
540	0.08824826532
541	0.08823367383
542	0.08816285575
543	0.08812221637
544	0.08806650986
545	0.08800109027
546	0.08790609736
547	0.08778524596
548	0.08769055868
549	0.08761573763
550	0.08752483211
551	0.08747621267
552	0.08741322889
553	0.08735371828
554	0.0873339309
555	0.08726005858
556	0.08717975251
557	0.08711891291
558	0.08706495051
559	0.08700267846
560	0.0869640993
561	0.08690937905
562	0.08687060098
563	0.08685101255
564	0.08680454931
565	0.08670903422
566	0.08665187929
567	0.08655850775
568	0.08651825599
569	0.08648241074
570	0.08644462873
571	0.08635544907
572	0.08631849915
573	0.08624270925
574	0.08618206908
575	0.08611183415
576	0.08609848021
577	0.0860514189
578	0.08595349064
579	0.08590702795
580	0.08583133698
581	0.08572700305
582	0.08564565714
583	0.08557444068
584	0.08549631693
585	0.08543203706
586	0.085366169
587	0.08530595025
588	0.0852666085
589	0.08522762531
590	0.08517678599
591	0.08510088242
592	0.08502980171
593	0.08496305507
594	0.08490261987
595	0.08483481667
596	0.08478727549
597	0.08477251762
598	0.0846899988
599	0.08464991173
600	0.08460698242
601	0.08458807862
602	0.08450039274
603	0.08440236507
604	0.08430242862
605	0.08426778603
606	0.0841940132
607	0.0841009422
608	0.08406796434
609	0.08405450342
610	0.08396420803
611	0.08389220549
612	0.08382623681
613	0.08377337641
614	0.08368910459
615	0.08365352214
616	0.08357669296
617	0.08354906952
618	0.0835136079
619	0.08346871959
620	0.08338674081
621	0.08335934678
622	0.08327318558
623	0.0832243368
624	0.08312577763
625	0.08309482422
626	0.08308162868
627	0.0830244175
628	0.08294112863
629	0.08291472561
630	0.08284848924
631	0.08282700745
632	0.08276474498
633	0.08271887707
634	0.08269932924
635	0.08265418353
636	0.08259622761
637	0.0825190914
638	0.08246698741
639	0.0824436583
640	0.08240546891
641	0.08232251971
642	0.08224292253
643	0.08215168652
644	0.08208091837
645	0.08202156771
646	0.08198666241
647	0.08195250596
648	0.08188019546
649	0.08182233281
650	0.08179547897
651	0.0817678257
652	0.08169834036
653	0.0816812985
654	0.08160386128
655	0.08155417555
656	0.08150208282
657	0.08145278583
658	0.08142928684
659	0.08138754535
660	0.08133085158
661	0.08123828056
662	0.08116720824
663	0.08108887155
664	0.08105495551
665	0.0809936424
666	0.08092834209
667	0.08087886747
668	0.08083271915
669	0.08079428553
670	0.08076442703
671	0.08073848213
672	0.08070976892
673	0.08064513253
674	0.08059466439
675	0.08056054395
676	0.08045989719
677	0.08044492358
678	0.08038994368
679	0.08034609692
680	0.08033517596
681	0.0802665071
682	0.08019296565
683	0.08015756511
684	0.08008985552
685	0.08002369297
686	0.07994347645
687	0.07987325378
688	0.07986143012
689	0.07981526953
690	0.07977485025
691	0.07967162167
692	0.07958064382
693	0.07953479838
694	0.07950454939
695	0.0794441837
696	0.0793712506
697	0.0793536175
698	0.07926758033
699	0.07920702587
700	0.07914235413
701	0.07911634337
702	0.07906753646
703	0.07901423894
704	0.07897296114
705	0.0789227515
706	0.07890398848
707	0.07887049116
708	0.07881974134
709	0.07875146676
710	0.07872065964
711	0.07867344486
712	0.07863229279
713	0.07852508496
714	0.07849385993
715	0.07843295408
716	0.07836980013
717	0.07835749846
718	0.07832701803
719	0.07827079349
720	0.07821151088
721	0.07819094458
722	0.07812586848
723	0.07806321964
724	0.07803941328
725	0.07799146211
726	0.07792477351
727	0.07786593079
728	0.07784927712
729	0.07781071719
730	0.07779487406
731	0.07773737775
732	0.07768329134
733	0.07760932873
734	0.07757535621
735	0.07752260305
736	0.07745577781
737	0.07743991245
738	0.07742829537
739	0.07736576051
740	0.07734662452
741	0.0773111848
742	0.07724599233
743	0.07719924269
744	0.07715194019
745	0.07714063246
746	0.07706743171
747	0.0770501903
748	0.0770109876
749	0.07694475252
750	0.0768887809
751	0.07681264574
752	0.0767579275
753	0.07672186486
754	0.07670641376
755	0.07667644885
756	0.07666642349
757	0.0766064421
758	0.07655793637
759	0.07653201724
760	0.07647735041
761	0.07641003889
762	0.07635258514
763	0.07629235296
764	0.07624146157
765	0.07616374978
766	0.07613322595
767	0.07611511242
768	0.07606035968
769	0.07604945394
770	0.07597742117
771	0.07596756951
772	0.0759236692
773	0.0758770601
774	0.0758041586
775	0.07579180911
776	0.07577846713
777	0.07573455156
778	0.07569841985
779	0.07564822211
780	0.07560661964
781	0.07557338838
782	0.07552972767
783	0.07547083886
784	0.07542231753
785	0.07540942464
786	0.07536068856
787	0.07531579844
788	0.07526941677
789	0.07521187314
790	0.07516105775
791	0.07511205762
792	0.07507664966
793	0.07502998091
794	0.07497442297
795	0.07492236899
796	0.07488315364
797	0.07484985214
798	0.07479242523
799	0.07472733785
800	0.07467622539
801	0.07464987666
802	0.07460267781
803	0.07458666709
804	0.07453854423
805	0.07451094862
806	0.07449846037
807	0.07448731351
808	0.07443388481
809	0.07438229951
810	0.07432171303
811	0.07428325318
812	0.07422966095
813	0.07416581255
814	0.07410871964
815	0.07406239019
816	0.07400206288
817	0.07395797666
818	0.07394546804
819	0.07388920101
820	0.07381952655
821	0.07376907651
822	0.07372504006
823	0.07369561223
824	0.07360421882
825	0.07356673127
826	0.07353294848
827	0.07349255287
828	0.07343830725
829	0.0734019131
830	0.07335560401
831	0.07332672235
832	0.0732924022
833	0.07323460045
834	0.07318209304
835	0.07316636565
836	0.07311607212
837	0.07307561105
838	0.07302454138
839	0.07298879962
840	0.07297365022
841	0.07296138738
842	0.07293999006
843	0.07291307926
844	0.07284803468
845	0.07279929933
846	0.07274042246
847	0.07271400684
848	0.07267730881
849	0.07264584917
850	0.07261240983
851	0.07256257619
852	0.07252869574
853	0.07249055773
854	0.07243826118
855	0.0724232333
856	0.07238875224
857	0.07233648931
858	0.07229331452
859	0.07220823025
860	0.0721587928
861	0.07213121326
862	0.07208113693
863	0.07204764615
864	0.07199309035
865	0.07198097987
866	0.07192638578
867	0.07186283104
868	0.07182376984
869	0.07177691628
870	0.07172535905
871	0.07167232237
872	0.07164299585
873	0.07158435993
874	0.07154121206
875	0.07148416873
876	0.07143317151
877	0.07139447393
878	0.0713518192
879	0.07132502623
880	0.07126709639
881	0.07123342393
882	0.0712126607
883	0.07116399911
884	0.07111991669
885	0.07107844036
886	0.07106675922
887	0.07101886598
888	0.07098152921
889	0.0709305228
890	0.07087328573
891	0.07086372485
892	0.07083613954
893	0.07076750746
894	0.07072423341
895	0.07069104281
896	0.0706270203
897	0.07055980539
898	0.07050423537
899	0.07046178329
900	0.07042432085
901	0.07035064682
902	0.07030388367
903	0.07028087151
904	0.07020465468
905	0.07014599401
906	0.07013672907
907	0.07009624687
908	0.0700478723
909	0.07001441489
910	0.06999795943
911	0.06995755009
912	0.06992208601
913	0.0698678634
914	0.06984503758
915	0.06980000729
916	0.06976349337
917	0.06972787817
918	0.06969692707
919	0.06964509024
920	0.06959520188
921	0.06955161555
922	0.06952230694
923	0.06948649465
924	0.0694577684
925	0.069399181
926	0.06933848159
927	0.06932324665
928	0.06928311117
929	0.06924591105
930	0.06923737963
931	0.06918721224
932	0.06913835109
933	0.0690931639
934	0.06905597897
935	0.06902772495
936	0.06901885228
937	0.06899213339
938	0.06897584651
939	0.06892638371
940	0.06890438938
941	0.0688958176
942	0.06885077765
943	0.06882249071
944	0.06880017003
945	0.06874924595
946	0.06870317625
947	0.0686682931
948	0.06861091981
949	0.0686008184
950	0.06857628578
951	0.06855821494
952	0.0685211487
953	0.06849760549
954	0.0684664178
955	0.06840689939
956	0.06837189516
957	0.06835170241
958	0.06829883744
959	0.06827218837
960	0.06826274946
961	0.06823595757
962	0.06820636527
963	0.06815196912
964	0.06810658109
965	0.06807305411
966	0.06803033404
967	0.06799482509
968	0.06794028359
969	0.06790543362
970	0.06786881291
971	0.06782773346
972	0.06780165273
973	0.06774852978
974	0.06773094183
975	0.06770992515
976	0.06765302239
977	0.06761681826
978	0.06757184717
979	0.06752908944
980	0.06750095712
981	0.06749092236
982	0.06744969539
983	0.06741224708
984	0.06736386719
985	0.06730515751
986	0.06729638296
987	0.06728637967
988	0.06722393835
989	0.06718384606
990	0.06713368505
991	0.06710455531
992	0.06704853205
993	0.06700582434
994	0.06697537546
995	0.06694266862
996	0.06689714955
997	0.06687133703
998	0.06683295838
999	0.06681873264
1000	0.06680108697
1001	0.06677049372
1002	0.06672953358
1003	0.06668542349
1004	0.06666544921
1005	0.06663140905
1006	0.0665836596
1007	0.06655383939
1008	0.06650322993
1009	0.0664566411
1010	0.06644308278
1011	0.06641511833
1012	0.06638534311
1013	0.06633745074
1014	0.06629436695
1015	0.06625460672
1016	0.06620543648
1017	0.06617839938
1018	0.0661691481
1019	0.06612560549
1020	0.06608043937
1021	0.06604632696
1022	0.06600628899
1023	0.06596878166
1024	0.0659388544
1025	0.06589498252
1026	0.0658511883
1027	0.06579320029
1028	0.06578805856
1029	0.06574611352
1030	0.06571820887
1031	0.06568107557
1032	0.0656575477
1033	0.0656353952
1034	0.06560838473
1035	0.06558117187
1036	0.06557106144
1037	0.06553276245
1038	0.06549726982
1039	0.06545989098
1040	0.06541310782
1041	0.0653528575
1042	0.06531408042
1043	0.0652834418
1044	0.06524656422
1045	0.0652378293
1046	0.06520461841
1047	0.06513674246
1048	0.06510700282
1049	0.06508952212
1050	0.06503580445
1051	0.06502682704
1052	0.06500556745
1053	0.06496964491
1054	0.06492821653
1055	0.06490148106
1056	0.06486155549
1057	0.06482469185
1058	0.06477840473
1059	0.06474510749
1060	0.06471046855
1061	0.06469052369
1062	0.06467493442
1063	0.06463033438
1064	0.06460829297
1065	0.06457339847
1066	0.06456376118
1067	0.06453448589
1068	0.06451415639
1069	0.06448566822
1070	0.06444390689
1071	0.0644277808
1072	0.06436920782
1073	0.06436054936
1074	0.06434909271
1075	0.06431672366
1076	0.0642733441
1077	0.06423473395
1078	0.06420738216
1079	0.06419939756
1080	0.06418743452
1081	0.06417327513
1082	0.06413859849
1083	0.06409951599
1084	0.06406691086
1085	0.06400663851
1086	0.06396329507
1087	0.06392708696
1088	0.06390016468
1089	0.06386154558
1090	0.0638213676
1091	0.06374623429
1092	0.06371445945
1093	0.0636667079
1094	0.06360484251
1095	0.06354415191
1096	0.06349934207
1097	0.06345814942
1098	0.0634243267
1099	0.06338202349
1100	0.06336375616
1101	0.06333974161
1102	0.06329719335
1103	0.06328141709
1104	0.06324077585
1105	0.06322022131
1106	0.0631943446
1107	0.06317245242
1108	0.06315011486
1109	0.06313742321
1110	0.06313139408
1111	0.06309293305
1112	0.06307587173
1113	0.06306145558
1114	0.06301144936
1115	0.06297024892
1116	0.06292153274
1117	0.0628808729
1118	0.06286063189
1119	0.06283320936
1120	0.06280345496
1121	0.06276478108
1122	0.06275042197
1123	0.0627053268
1124	0.06269875525
1125	0.06264948695
1126	0.06263612569
1127	0.0626033854
1128	0.06258466694
1129	0.06255956376
1130	0.06253060646
1131	0.06249404531
1132	0.06248131158
1133	0.06245385002
1134	0.0624398038
1135	0.06242550951
1136	0.06239701921
1137	0.06234669336
1138	0.06233257058
1139	0.06229872056
1140	0.06226177221
1141	0.06222095041
1142	0.06217838638
1143	0.06214980838
1144	0.06210490991
1145	0.06206176266
1146	0.06205388967
1147	0.06202116112
1148	0.0619816509
1149	0.06193546546
1150	0.06193128638
1151	0.06187893897
1152	0.06185680448
1153	0.06183524527
1154	0.06179212053
1155	0.06177043331
1156	0.06173355457
1157	0.06167795264
1158	0.06165510472
1159	0.06163010726
1160	0.06160257012
1161	0.06158743891
1162	0.06154941405
1163	0.06149635214
1164	0.06145503539
1165	0.06143773949
1166	0.06140518723
1167	0.06136697453
1168	0.06132939292
1169	0.06129025042
1170	0.06126656364
1171	0.061232624
1172	0.06118682621
1173	0.06115681799
1174	0.06112140427
1175	0.06109977228
1176	0.06107504172
1177	0.06104665015
1178	0.06101620174
1179	0.06099657501
1180	0.06098957842
1181	0.06095171574
1182	0.06091775949
1183	0.06089151609
1184	0.06086000921
1185	0.06083727966
1186	0.06080709892
1187	0.06077897066
1188	0.06072828028
1189	0.06070016871
1190	0.06067499771
1191	0.06064655163
1192	0.06062473549
1193	0.06058443158
1194	0.06057875125
1195	0.06053813609
1196	0.06053290317
1197	0.06051836842
1198	0.0604774676
1199	0.0604519491
1200	0.0604318286
1201	0.06038914713
1202	0.06035809029
1203	0.06034647107
1204	0.06031140356
1205	0.06030416139
1206	0.06029954757
1207	0.06027320711
1208	0.06022431784
1209	0.06018178814
1210	0.06015748866
1211	0.06011399792
1212	0.06009002221
1213	0.06005106102
1214	0.06001082927
1215	0.06000058463
1216	0.05998652055
1217	0.05996042293
1218	0.05992164994
1219	0.05991333085
1220	0.05987720857
1221	0.05983169638
1222	0.05980514784
1223	0.05977239519
1224	0.05972454273
1225	0.05968504549
1226	0.05966686953
1227	0.05963969847
1228	0.05959082973
1229	0.05956546691
1230	0.05955965887
1231	0.05953306441
1232	0.05951708831
1233	0.05948757384
1234	0.05945927732
1235	0.05943178132
1236	0.05939552775
1237	0.05937068646
1238	0.05933837381
1239	0.05928606002
1240	0.05926558821
1241	0.05922908834
1242	0.05920529674
1243	0.05920137152
1244	0.05919213645
1245	0.05915887626
1246	0.05915236222
1247	0.05913195869
1248	0.0590948624
1249	0.05907724476
1250	0.05901710932
1251	0.05898769317
1252	0.05894571414
1253	0.05891358673
1254	0.05889976527
1255	0.05886242517
1256	0.05885529828
1257	0.05882134065
1258	0.05879149231
1259	0.05876537133
1260	0.05873168151
1261	0.05869966718
1262	0.05868308584
1263	0.05864854224
1264	0.05861542769
1265	0.05860963248
1266	0.05858393804
1267	0.05857960365
1268	0.05854057873
1269	0.05850916078
1270	0.05848798568
1271	0.0584710902
1272	0.05844945496
1273	0.05840870981
1274	0.05840104949
1275	0.05837011526
1276	0.05834474608
1277	0.05833468775
1278	0.0583091307
1279	0.05827794898
1280	0.0582481106
1281	0.05822998095
1282	0.05820946442
1283	0.05818945003
1284	0.05817272022
1285	0.05814813165
1286	0.05810918019
1287	0.05810198141
1288	0.0580973537
1289	0.05806659339
1290	0.05803581946
1291	0.05801805272
1292	0.05799602111
1293	0.05794511826
1294	0.05790765695
1295	0.05788705143
1296	0.0578519629
1297	0.05783273997
1298	0.05778930483
1299	0.05776315356
1300	0.0577470346
1301	0.05771463758
1302	0.05769546242
1303	0.05766961358
1304	0.0576605615
1305	0.05762876358
1306	0.05758763301
1307	0.05757550841
1308	0.05753316518
1309	0.05752655752
1310	0.05751454875
1311	0.05748997644
1312	0.0574834773
1313	0.05744118434
1314	0.05742877749
1315	0.05740306611
1316	0.05736605242
1317	0.05733696684
1318	0.05730540745
1319	0.05727439587
1320	0.05725203009
1321	0.05721805564
1322	0.05717493214
1323	0.05714942782
1324	0.0571106185
1325	0.05708112247
1326	0.05705151657
1327	0.05702364531
1328	0.05700075733
1329	0.05695419211
1330	0.05692531989
1331	0.05690588696
1332	0.056889948
1333	0.0568656512
1334	0.05683694085
1335	0.05679901452
1336	0.05677372125
1337	0.05674706668
1338	0.05673069447
1339	0.05670372104
1340	0.05668197633
1341	0.05666103302
1342	0.05664063744
1343	0.05661474474
1344	0.05658118122
1345	0.05655006251
1346	0.05652769099
1347	0.05649118058
1348	0.05646391365
1349	0.05642081293
1350	0.0563931944
1351	0.05637340598
1352	0.05633646472
1353	0.05632203564
1354	0.05631237234
1355	0.05629904713
1356	0.05626807391
1357	0.05623760168
1358	0.05620647561
1359	0.05618782869
1360	0.05616699731
1361	0.05612795522
1362	0.05610755583
1363	0.05610074451
1364	0.05605299327
1365	0.05601697696
1366	0.0559883372
1367	0.05596357632
1368	0.0559495346
1369	0.05591797396
1370	0.05589359252
1371	0.05588811313
1372	0.05586480193
1373	0.05583997507
1374	0.05581813222
1375	0.05578263672
1376	0.05577060239
1377	0.05574831293
1378	0.055713033
1379	0.05568814892
1380	0.05565637589
1381	0.05562808033
1382	0.0556034494
1383	0.05556566901
1384	0.05554788612
1385	0.05552405935
1386	0.05550027438
1387	0.055491408
1388	0.05548541086
1389	0.05544531538
1390	0.05541862093
1391	0.05539990781
1392	0.05538108301
1393	0.05537489661
1394	0.05535423079
1395	0.05533440881
1396	0.05529237611
1397	0.05527933845
1398	0.05525349783
1399	0.05523108911
1400	0.05519946837
1401	0.05517018599
1402	0.05516362169
1403	0.05515778085
1404	0.05514846025
1405	0.05511975748
1406	0.05510441794
1407	0.05509327085
1408	0.05505289872
1409	0.05503552418
1410	0.0550221104
1411	0.05498522491
1412	0.05494977567
1413	0.05491998906
1414	0.05490659344
1415	0.05490189307
1416	0.05486317314
1417	0.05485541208
1418	0.05482055909
1419	0.0548003426
1420	0.05476423244
1421	0.05475520354
1422	0.05472832754
1423	0.05470486152
1424	0.05467732317
